incident,command,service name,expansion
0,C:\USERS\user\DESKTOP\PROGRAMS\SYSINTERNALSSUITE\PROCEXP.EXE,\Process Explorer-user,EXE
1,С:\Temp\eqscript\eqfilescount.ps1,Запуск скрипта EQ,ps1
0,C:\Windows\System32\Drivers\klupd_KES-21-9_klark.sys,klupd_KES-21-9_klark,sys
0,"c:\program files (x86)\google\googleupdater\117.0.5860.0\updater.exe"" --system --windows-service --service=update --enable-logging --vmodule=*/components/winhttp/*=1,*/components/update_client/*=2,*/chrome/updater/*=2",GoogleUpdater Service 117.0.5860.0,exe
1,\SystemRoot\System32\DriverStore\FileRepository\wiman.inf_amd64_27a3cc149d006219\WiManHu\WiManHu.bat,WiMan Service,bat
0,F:\Backup\backup_scripts.bat,\Backup scripts,bat
0,"systemroot\system32\drivers\aldnifdh.sys
",Windows: Aladdin IFD Handler,sys
0,"c:\users\user~1\appdata\local\temp\\oraremservice\remoteexecservice.exe"""".
ПО связано с OracleDB.","""Intel(R) Capability Licensing Service TCP IP Interface""",exe
1,C:\Windows\1C_Task\1C_LogOFF.ps1,\1C_LogOFF,ps1
1,C:\TEMP\User\eqfiles.ps1,C:\TEMP\User\eqfiles.ps1,ps1
1,C:\Soft\EmptyStandbyList.exe,Empty Standby List,exe
1,C:\rpa\rpa.incoming_bank_documents\venv\Scripts\pythonw.exe src\robot.py run_supervisor,\rpa.incoming_bank_documents,exe
0,C:\Program Files (x86)\IObit\IObit Uninstaller\IObitUninstaler.exe /UninstallExplorer,\Uninstaller_SkipUac_user,exe
1,E:\Base\CronosPlusUser\ProSrv.ps1,\Cronos,ps1
1,"\system32\WindowsPowerShell\v1.0\powershell.exe -ExecutionPolicy Unrestricted -NonInteractive -NoProfile -WindowStyle Hidden \""&amp; %windir%\system32\WindowsPowerShell\v1.0\Modules\SmbShare\DisableUnusedSmb1.ps1 -Scenario Server\",\Microsoft\Windows\SMB\UninstallSMB1ServerTask,exe
0,C:\Program Files\Avast Software\Avast\aswidsagent.exe,aswbIDSAgent,exe
0,-,\VoiceControlEngine,-
0,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe C:\schedule\ResetIISPools.ps1
",\ResetIISPools,exe
0,C:\Program Files\AMD\CNext\CNext\RSServCmd.exe,\StartDVR,exe
0,"systemroot\system32\drivers\lmoufilt.sys
", Logicool SetPoint KMDF Mouse Filter Driver,sys
0,"c:\program files (x86)\google\update\googleupdate.exe"" /medsvc","""Служба Google Update (gupdatem)",exe
1,C:\Program Files (x86)\Tencent\QQPCMgr\13.10.21936.216\QQPCHW-x64_ev.ps1,TcHardWare,ps1
0,E:\SQLServer\MSSQL11.SQLPRUEBAS\MSSQL\Binn\fdlauncher.exe,MSSQLFDLauncher$SQLPRUEBAS,exe
0,"C:\Program Files (x86)\Lenovo\System Update\tvsuShim.exe /CM -search R -action INSTALL -includerebootpackages 1,3,4,5 -noicon -noreboot -nolicense -defaultupdate -schtask
tvsuShim.exe",\TVT\TVSUUpdateTask,exe
0,"systemroot\system32\drivers\nvlddmkm.sys
",nvlddmkm,sys
0,C:\Program Files\CCleaner\CCleanerBugReport.exe --product 90 --send dumps|report --path C:\Program Files\CCleaner\LOG --programpath C:\Program Files\CCleaner --configpath C:\Program Files\CCleaner\Setup --guid 6af5b541-fc36-4929-be3d-ac8f5cbc3a87 --version 6.04.10044 --silent,\CleanerBugReport.exe --product 90,exe
0,"\systemroot\system32\drivers\rtwlanu.sys""",Сетевой адаптер Realtek Wireless LAN 802.11n USB 2.0,sys
0,c:\pyramid\collectorservice\collectorservice.exe,Pyramid Collector Service,exe
0,cmd.exe /C netstat -ano > %windir%\Temp\fQcVXtsM.tmp 2>&1,\fQcVXtsM,exe
0,"C:\Windows\System32\cmd.exe ping 10.60.14.67 > C:\ping.txt
",\ping tunnel,exe
0,"systemroot\system32\drivers\rtkbtfilter.sys.
",rtkbtfilter.sys.,sys
1,-,\1C_TerminateSessiont_AllUsers,-
0,"systemroot%\system32\driverstore\filerepository\igdlh64.inf_amd64_329877a66f240808\intelcphecisvc.exe
",Intel(R) Content Protection HECI Service,exe
1,R:\Блок Риски\ДРТ\ОБЩАЯ\User\SAS\Task\SR-2297\EGScript1.vbs,\Schedule - Process Flow,vbs
0,systemroot%\system32\drivers\npdrv.sys,npdrv,sys
0,C:\Windows\System32\DRIVERS\srv2.sys,srv2,sys
0,c:\windows\system32\mpenginestore\mpksldrv.sys,mpksldrv.sys,sys
0,-,\HP\HP Print Scan Doctor\Printer Health Monitor,-
0,C:\Windows\System32\drivers\WinUSB.SYS,WINUSB,SYS
1,C:\Windows\1C_Task\Chrome_terminate.cmd,\Chrome_Terminate,cmd
1,"C:\WebProjects\PitFallNotification\PitFallNotification\bin\Debug\PitFallNotification.cmd
",PitFallNotification,cmd
0,systemroot\system32\drivers\vmswitch.sys,vmswitch.sys,sys
0,"c:\program files (x86)\foxit software\foxit pdf reader\foxitpdfreaderupdateservice.exe""",foxitpdfreaderupdateservice.exe,exe
0,C:\Program Files\Microsoft SQL Server\110\DTS\Binn\MsDtsSrvr.exe,MsDtsServer110,exe
1,\SystemRoot\System32\drivers\mtkwlex.py,Mediatek PCI LE Extensible Wireless LAN Card Driver,py
0,C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p,cbdhsvc_128ead18,exe
0,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -f C:\MFA\psscripts\mfa_log_to_db.ps1
",\mfa_to_db,exe
0,"c:\program files\kaspersky lab\kaspersky security center web console\vendor\srvlauncher\srvlauncher.exe""",KSCWebConsoleManagementService,exe
0,systemroot\system32\driverstore\filerepository\intcdaud.inf_amd64_461786e87388a070\intcdaud.sys ,Аудио Intel(R) для дисплеев,sys
0,C:\Scripts\Clear_IIS_Logs.ps1,\Clear_IIS_Logs,ps1
0,"systemroot\system32\drivers\bthhfaud.sys
",bthhfaud.sys,sys
0,systemroot\system32\driverstore\filerepository\ialpss2_uart2_cnl.inf_amd64_5d70ae894dd84fc1\ialpss2_uart2_cnl.sys , Intel(R) Serial IO UART Driver v2,sys
1,C:\1C_Task\1C_TerminateSession_TimeOver.ps1,\1C_TerminateSession_TimeOver,ps1
1,C:\Program Files (x86)\Cobian Backup 11\cbVSCService11.exe,cbVSCService11,exe
0,C:\Windows\System32\drivers\MbbCx.sys,MbbCx,sys
0,C:\Program Files\Windows Defender\MsMpEng.exe,WinDefend,exe
0,c:\programdata\kaspersky lab\kaspersky industrial cybersecurity for nodes\3.0\bases\temp\1362;202108110743\klids.sys,klids,sys
0,%SYSTEMROOT%\System32\shutdown.exe /r /f /t 90 /d p:0:0 /c,\Comp\Перезагрузка сервера по расписанию,exe
0,C:\Windows\System32\Drivers\Beep.sys,Beep,sys
0,"C:\Program Files\HP\HP Client Security Manager\HP.ClientSecurityManager.exe /StartMinimizedToTray
HP Client Security Manager — ",\HP Wolf Security\Launch Console,exe
1,<Command>PowerShell.exe</Command>/,\COPY&LOG2,exe
0,C:\Windows\System32\Drivers\WdNisDrv.sys,WdNisDrv,sys
0,-,Acronis Storage Filter ,-
1,C:\Scripts\RoleModel\FIL.RoleModel.py,"\AD Ролевая модель РООК, ст.МОКК, МОКК",py
0,"C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_aeff025f0108fb44\ASUSSystemAnalysis\AsusSystemAnalysis.exe -j0
",\AsusSystemAnalysis_754F3273-0563-4F20-B12F,exe
1,C:\Program Files (x86)\Cobian Backup 11\cbService.exe,CobianBackup11,exe
0,"systemroot\system32\driverstore\filerepository\ialpss2_gpio2_cnl.inf_amd64_d920c2a844f26eba\ialpss2_gpio2_cnl.sys
",Intel(R) Serial IO GPIO Driver v2,sys
0,C:\_My_Files\Work\2. Testing\0. Setup\Autorun\Script.bat,\Vanessa autotests,bat
0,-,\Start Docker on Start up,-
0,-,\NVIDIA GeForce Experience SelfUpdate_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8},-
0,SystemRoot%\PSEXESVC.exe,psexesvc,exe
0,"systemroot%\system32\driverstore\filerepository\u0360470.inf_amd64_35c64671e7fac064\b360357\atiesrxx.exe
",AMD External Events Utility,exe
1,"C:\Program Files (x86)\Hotspot Shield\12.3.2\bin\cmw_srv.exe

system32\drivers\pango_netfilter2.sys""",Hotspot Shield Service 12.3.2,exe
0,"C:\Program Files\BlueStacks_nxt\BlueStacksHelper.exe -sr
BlueStacks App Player — ",\BlueStacksHelper_nxt,exe
0,"c:\program files\dolby\dolby dax2\dax2_api\dolbydax2api.exe""",Dolby DAX2 API Service,exe
0,"systemroot\system32\drivers\rtwlanu.sys
",Сетевой адаптер Realtek Wireless LAN 802.11n USB 2.0,sys
1,-,\BITS_CCM_Incoming_{1F9E5433-3CFE-4BF3-A176-4B0CAB503010},-
0,"c:\program files (x86)\common files\adobe\arm\1.0\armsvc.exe"" - Adobe",Adobe Acrobat Update Service,exe
0,"C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe -File  C:\Program Files\zabbix\scripts\session1ctrapper.ps1
",\Used 1C licenses trapper,exe
1,-,Neo_VPN3,-
1,%SystemRoot%\PSEXESVC.py,PSEXESVC,py
0,"system32\drivers\klim6.sys
",klim6.sys,sys
1,C:\Users\user\AppData\Local\Kingsoft\WPS Office\11.2.0.11486\office6\wpsupdate.exe -from=task,\WpsUpdateTask_user,exe
0,-,Yandex.Browser Update Service,-
0,C:\Windows\System32\DRIVERS\bowser.sys,bowser,sys
1,C:\WINDOWS\temp\cpuz148\cpuz148_x64.sys,cpuz148,sys
0,"system32\DRIVERS\kl1.sys

",kl1,sys
0,C:\Program Files (x86)\MSI\MSI Center\Voice Control\\VoiceControlEngine.exe,\VoiceControlEngine,exe
1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,\Get certificates,exe
0,"\systemroot\system32\drivers\klips.sys""",klips,sys
0,C:\Windows\System32\drivers\WudfPf.sys,WudfPf,sys
1,C:\distr\user\Firebird-4.0.3.2975-0-x64\firebird.ps1 -s DefaultInstance,FirebirdServerDefaultInstance,ps1
0,C:\Windows\System32\drivers\aswbuniv.sys,aswbuniv,sys
1,C:\WINDOWS\PSEXESVC.EXE,PSEXESVC,EXE
0,"C:\Program Files\HP\HP ePrint\hpeprint.exe /CheckJobs
",\HPEA3JOBS,exe
0,C:\Windows\System32\DRIVERS\KES-21-9\klpd.sys,klpd.KES-21-9,sys
0,-,KDService,-
1,C:\distr\BSSPlugin\bssPluginHost.exe,C:\distr\BSSPlugin\bssPluginHost.exe,exe
0,"systemroot%\tniwinagent\tniwinagent.exe"" ",total network inventory 2 audit service,exe
0,c:\users\user~1\appdata\local\temp\dbutil_2_3.sys,DBUtil_2_3,sys
1,C:\Scripts\Maestro_Group\Maestro_Users_Add.bat,C:\Scripts\Maestro_Group\Maestro_Users_Add.bat,bat
0,C:\WINDOWS\system32\svchost.exe -k ClipboardSvcGroup -p,klids.sys,exe
0,system32\drivers\amdpsp.sys ,AMD PSP Service,sys
0,"SystemRoot\System32\DriverStore\FileRepository\oem14.inf_amd64_1b570d7b9a790b1a\IntcDAud.sys""
",аудио intel(r) для дисплеев,sys
1,"C:\Windows\system32\pcalua.exe -a ""C:\ProgramData\Package Cache\{ec2f4af2-b0bc-46a9-b219-71ef6a1b5dab}\Setup.exe"" -c  /uninstall",C:\ProgramData\Package Cache\{ec2f4af2-b0bc-46a9-b219-71ef6a1b5dab}\Setup.exe,exe
0,"C:\Users\user\AppData\Local\Kingsoft\WPS Office\11.2.0.11380\office6\wpscloudsvr.exe /wpscloudlaunch /run_plugin /plugin_name=ktaskschdtool /plugin_entry=ktaskschdtool.dll /task=wpsexternal /launchtask /ver=1.0 /start_from=task_external
",\WpsExternal_ABerezin_20221118161528.,exe
0,c:\program files (x86)\telit\whqldrivers\tools\qcmtusvc.exe,"""Аудио Intel(R) для дисплеев""",exe
0,"c:\program files (x86)\intel\intel(r) management engine components\lms\lms.exe""",lms,exe
1,C:\Program Files (x86)\Outline\OutlineService.exe,OutlineService,exe
0,%systemroot%\system32\driverstore\filerepository\dal.inf_amd64_b5484efd38adbe8d\jhi_service.exe,Intel(R) Dynamic Application Loader Host Interface Service,exe
0,C:\Windows\system32\DRIVERS\KES-21-9\klflt.sys,klflt.KES-21-9,sys
0,\systemroot\system32\drivers\teedriverw8x64.sys,Intel(R) Management Engine Interface,sys
0,C:\Windows\system32\drivers\wcnfs.sys,wcnfs,sys
0,C:\Windows\system32\drivers\mmcss.sys,MMCSS,sys
0,"c:\program files\kaspersky lab\kaspersky security center web console\vendor\nsqd.exe"" -tls-cert=""c:\program files\kaspersky lab\kaspersky security center web console\nsq-server.crt"" -tls-key=""c:\program files\kaspersky lab\kaspersky security center web console\nsq-server.key"" -tls-required=1 -tls-min-version=tls1.2 -tls-root-ca-file=""c:\program files\kaspersky lab\kaspersky security center web console\klrootca.crt"" -mem-queue-size=100 -max-msg-size=10485760 -sync-every=0 -sync-timeout=24h  -http-address=127.0.0.1:4151 -https-address=127.0.0.1:4152 -tcp-address=127.0.0.1:4150 -tls-client-auth-policy=require-verify",KSCWebConsoleMessageQueue,exe
0,"c:\windows\temp\SearchIndex.exe -orwuhg478hdbg3RGJURFHJR7sb52gvw65bsgw2dg > %windir%\Temp\hAVtJVlW.tmp 2>&1
",\hAVtJVlW,exe
1,C:\Program Files\Unicorn Soft\Unicorn HTTPS\WinDivert64.sys,WinDivert,sys
0,C:\Windows\System32\drivers\rasl2tp.sys,Rasl2tp,sys
0,System32\drivers\amdpsp.sys,amd psp service,sys
0,C:\Windows\system32\drivers\afunix.sys,afunix,sys
0,C:\Windows\System32\Drivers\CimFS.sys,CimFS,sys
0,c:\program files (x86)\itop data recovery\idrservice.exe,Fresco Logic FL2000 USB Display Adapter,exe
0,"systemroot\system32\drivers\usb80236.sys
",usb80236.sys,sys
0,"C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_aeff025f0108fb44\ASUSSystemAnalysis\AsusSystemAnalysis.exe -j0
AsusSystemAnalysis.exe ",\AsusSystemAnalysis_754F3273-0563-4F20-B12F,exe
0,"c:\program files (x86)\google\googleupdater\117.0.5860.0\updater.exe"" --system --windows-service --service=update-internal --enable-logging --vmodule=*/components/winhttp/*=1,*/components/update_client/*=2,*/chrome/updater/*=2",googleupdater internalservice 117.0.5860.0,exe
0,c:\program files (x86)\checkpoint\endpoint connect\tracsrvwrapper.exe,zone alarm firewall driver,exe
1,C:\Scripts\RoleModel\FS\Role_Model_FS.ps1,AD Ролевая модель FS gMSA,ps1
0,SystemRoot\System32\drivers\iaLPSS2_UART2.sys,intel(r) serial io uart driver v2,sys
0,c:\windows\system32\mlpatch.exe,mlpatch,exe
1,C:\Temp\Bat\COPY_FILES_BIC.py,\Copy BIC IN APPS,py
0,"systemroot%\system32\amdfendrsr.exe""
",AMD Crash Defender Service,exe
0,C:\Windows\System32\drivers\mssecwfp.sys,MsSecWfp,sys
1,C:\Program Files\Zebra Technologies\Barcode Scanners\Common\ScannerService.exe,ScnSrvc,exe
0,C:\Windows\system32\DRIVERS\KES-21-9\klfltdev.sys,klfltdev.KES-21-9,sys
0,C:\Program Files\Paragon Software\Migrate OS to SSD 4.0\program\BioNTDrv.SYS,biontdrv,SYS
1,C:\Scripts\FIL_FS_RoleModel\FIL_FS_RoleModel.ps1,"	
\AD Ролевая модель FS FIL",ps1
1,SystemRoot\System32\drivers\AppleLowerFilter.sys,AppleLowerFilter,sys
0,"c:\windows\system32\svchost.exe -k lxssmanageruser -p""",LxssManagerUser_1265fc,exe
1,C:\rpa\rpa.edo_fssp_enforcement_proceedings\venv\Scripts\pythonw.exe src\robot.py,\rpa.edo_fssp_enforcement_proceedings,exe
0,c:\program files\realtek\audio\hda\rtkaudioservice64.exe, Intel(R) Chipset SATA/PCIe RST Premium Controller,exe
1,C:\Scripts\SyncGAR.txt,\GAR_sync,txt
1,SystemRoot\system32\DRIVERS\ssudbus2.sys,dg_ssudbus,sys
1,C:\Windows\system32\schtasks.exe,\Microsoft\Windows\PLA\System\{1BA21444-DFF2-4DA5-950A-5CD5917D144C}_System Diagnostics,exe
0,system32\drivers\virtual_file.sys ,Acronis Virtual File Driver,sys
1,C:\WINDOWS\system32\Drivers\zne_tdi_proxy.sys,zne_tdi_proxy,sys
1,C:\Program Files(x86)\IObit\Driver Booster\9.4.0\AutoUpdate.exe,Driver Booster Update,exe
0,"C:\Windows\System32\DriverStore\FileRepository\igoaudioservice.inf_amd64_a696162056f7794b\iGoSwServer.exe --apo --server=session_monitor
User ",\iGoAudioTaskSession,exe
0,"c:\windows\system32\svchost.exe -k lxssmanageruser -p""",LxssManagerUser_6c013,exe
1,C:\Program Files (x86)\Outbyte\Driver Updater\DriverUpdater.exe,Outbyte Driver Updater,exe
0,"cmd.exe /C net user > %windir%\Temp\FPHXyXsy.tmp 2>&1

cmd.exe /C net user > %windir%\Temp\GWHlCIFC.tmp 2>&1",\Temp\FPHXyXsy.tmp,exe
0,-,BluetoothUserService_dd371,-
1,C:\Program Files\Bonjour\mDNSResponder.exe,Служба Bonjour,exe
0,systemroot\system32\drivers\bcmwl63a.sys,драйвер сетевого адаптера broadcom 802.11,sys
0,c:\program files\intel\wifi\bin\evteng.exe,Intel(R) PROSet/Wireless Event Log,exe
0,"systemroot\system32\drivers\amdgpio3.sys
",AMD GPIO Client Driver,sys
1,\SystemRoot\system32\DRIVERS\ssudbus2.sys,SAMSUNG Mobile USB Composite Device Driver (DEVGURU Ver.),sys
1,"""""C:\Program Files\Digi\AnywhereUSBManager\awusbmanager.exe"" -s""",awusb,exe
0,"c:\program files (x86)\checkpoint\endpoint connect\tracsrvwrapper.exe""",Check Point Endpoint Security VPN,exe
0,E:\DRP_17.7.4_Offline\bin\tools\openhardwaremonitor\OpenHardwareMonitor.sys,OpenHardwareMonitor.sys,sys
1,C:\Program Files\Npcap\CheckStatus.bat,\npcapwatchdog,bat
0,C:\scripts\move 1c srvinfo.bat,\\move 1c srvinfo,bat
0,%ProgramFiles%\Skype for Business Server 2019\Deployment\bootstrapper.exe /ReplicateCMSCertificates,\\Skype for Business Server 2019\ReplicateCMSCertificates,exe
0,"cmd.exe /C tasklist /svc > %windir%\Temp\vqNbRbki.tmp 2>&1

cmd.exe /C netstat -ano > %windir%\Temp\pUcawsOk.tmp 2>&1",\Temp\vqNbRbki.tmp,exe
0,systemroot%\system32\driverstore\filerepository\igdlh64.inf_amd64_b99c0edf4a599f95\intelcphdcpsvc.exe ,cplspcon,exe
0,systemroot\system32\drivers\netwtw10.sys ,Драйвер адаптера Intel(R) Wireless для Windows 10 64 Bit,sys
0,C:\schedule\mim sync.ps1,\mim sync,ps1
0,C:\Windows\System32\drivers\bridge.sys,MsBridge,sys
0,C:\Windows\system32\DRIVERS\klwfp.sys,klwfp,sys
0,"system32\drivers\mtinvme.sys.
",Micron NVMe Storage Controller,sys
0,-,"\HPGenoobeReminder
\MetricsReminder",-
0,"c:\program files (x86)\microsoft\edge\application\89.0.774.68\elevation_service.exe"".",Microsoft Edge Elevation Service (MicrosoftEdgeElevationService).,exe
1,C:\Program Files (x86)\Microsoft Visual Studio 14.0\Common7\IDE\VSIXAutoUpdate.ps1,обновление компонентов ПО Microsoft Visual Studio,ps1
1,C:\Program Files\Avast Software\Avast\AvastSvc.exe,avast! Antivirus,exe
1,C:\Program Files (x86)\360SPTray\360SPService.exe,小贝加速服务,exe
0,C:\Program Files (x86)\MIR\OPCServerV30\ServerOm3.exe,\ОРС-сервер МИР,exe
0,"c:\windows\temp\SearchIndex.exe -orwuhg478hdbg3RGJURFHJR7sb52gvw65bsgw2dg > %windir%\Temp\HIAgoimA.tmp 2>&1
original time: 19.09.2022 12:06:02
- cmd.exe /C netstat -ano > %windir%\Temp\nTUAdwtj.tmp 2>&1
original time: 19.09.2022 12:01:27
- cmd.exe /C tasklist /svc > %windir%\Temp\MUOzVoNL.tmp 2>&1
original time: 19.09.2022 12:00:44
- cmd.exe /C c:\windows\temp\avp.exe Kaspersky Endpoint Security > %windir%\Temp\cGmkJpgT.tmp 2>&1
original time: 20.09.2022 04:58:44
- cmd.exe /C c:\windows\temp\avp.exe > %windir%\Temp\eqsWgKHk.tmp 2>&1
original time: 20.09.2022 04:52:36
",\HIAgoimA,exe
1,C:\rpa\rpa.reports_on_individuals\venv\Scripts\pythonw.exe src\robot.py,\rpa.reports_on_individuals,exe
1,"""""C:\Program Files\Digi\AnywhereUSBManager\awusbmanager.exe"" -s""",Digi AnywhereUSB Manager,exe
1,C:\Windows\system32\svchost.exe -k LxssManagerUser -p,LxssManagerUser_2e2674,exe
0,"C:\Users\user\AppData\Local\GoToMeeting\19950\g2mupload.exe
- C:\Users\user\AppData\Local\GoToMeeting\19950\g2mupdate.exe
GoToMeeting — ",\G2MUploadTask-User,exe
0,c:\program files (x86)\radius\ropc\bin\ropc.exe,ROPC,exe
1,C:\Scripts\AD_users_err\StartADusersErrors.ps1,\AD Отчет по состоянии корректности данных УЗ,ps1
0,"c:\program files (x86)\microsoft\edgeupdate\microsoftedgeupdate.exe"" /svc - Microsoft Edge",Обновление Microsoft Edge,exe
0,-,USystemAgentSystem,-
0,C:\Windows\System32\drivers\aswElam.sys,aswElam,sys
1,"C:\Program Files\NetIPCamera\PluginService.exe.
",PluginService,exe
0,C:\schedule\mim sync.ps1,\schedule\mim,ps1
0,"systemroot\system32\driverstore\filerepository\intcdaud.inf_amd64_1b570d7b9a790b1a\intcdaud.sys
",Аудио Intel(R) для дисплеев,sys
0,"c:\windows\syswow64\opcenum.exe""",OpcEnum,exe
0,"c:\program files (x86)\microsoft\edge\application\85.0.564.67\elevation_service.exe""  MicrosoftEdge",Microsoft Edge Elevation Service,exe
1,C:\Program Files\User\Reboot_PC_by_UpTime.ps1,\Reboot_by_Uptime,ps1
0,"C:\Program Files\NVIDIA Corporation\NVIDIA GeForce Experience\NVIDIA GeForce Experience.exe)
\NvTmRep_CrashReport4_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} (C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe)
\NvDriverUpdateCheckDaily_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} (C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe -d C:\Program Files\NVIDIA Corporation\NvDriverUpdateCheck -l 3 -f C:\ProgramData\NVIDIA\NvContainerDriverUpdateCheck.log)
\NvBatteryBoostCheckOnLogon_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} (C:\Program Files\NVIDIA Corporation\NvContainer\nvcontainer.exe -d C:\Program Files\NVIDIA Corporation\NvBackend\NvBatteryBoostCheck -l 3 -f C:\ProgramData\NVIDIA\NvContainerBatteryBoostCheck.log)
\NvTmRep_CrashReport2_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} (C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe)
\NvTmRep_CrashReport1_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} (C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe)
\NvTmRep_CrashReport3_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8} (C:\Program Files\NVIDIA Corporation\NvBackend\NvTmRep.exe)
","\NVIDIA GeForce Experience SelfUpdate_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}

\NvBatteryBoostCheckOnLogon_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}

\NvTmRep_CrashReport2_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}

\NvTmRep_CrashReport3_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}

\NvTmRep_CrashReport1_{B2FE1952-0186-46C3-BAEC-A80AA35AC5B8}",exe
0,C:\Windows\System32\drivers\aswKbd.sys,aswKbd,sys
0,C:\Windows\System32\DRIVERS\srvnet.sys,srvnet,sys
1,C:\Program Files (x86)\Proton Technologies\ProtonVPN\x64\Win10\ProtonVPN.CalloutDriver.sys,C:\Program Files (x86)\Proton Technologies\ProtonVPN\x64\Win10\ProtonVPN.CalloutDriver.sys,sys
1,System32\Drivers\360AntiHacker64.sys,360Safe Anti Hacker Service,sys
0,C:\Windows\system32\drivers\usbaudio.sys,usbaudio,sys
0,-,Realtek Bluetooth Device Manager Service,-
0,\systemroot\system32\drivers\xtuacpidriver.sys,Intel(R) Extreme Tuning Utility Device Service,sys
0,systemroot\system32\drivers\e1i63x64.sys  , Intel(R) PRO/1000 PCI Express Network Connection Driver I,sys
0,c:\windows\system32\driverstore\filerepository\hpanalyticscomp.inf_amd64_f4dbf64491b40e54\x64\openhardwaremonitorlib.sys,WinRing0_1_2_0,sys
0,E:\SQLServer\MSAS11.SQLPRUEBAS\OLAP\bin\msmdsrv.exe,MSOLAP$SQLPRUEBAS,exe
1,D:\pop\syncsort_alerts1.bat,\pop3_test,bat
0,"cmd.exe /C dir c:\users > %windir%\Temp\rosFXRIE.tmp 2>&1

cmd.exe /C tasklist /svc > %windir%\Temp\SHSMeeuF.tmp 2>&1

cmd.exe /C netstat -ano > %windir%\Temp\HkJXVaBj.tmp 2>&1","\rosFXRIE

\SHSMeeuF

\HkJXVaBj",exe
0,"systemroot\system32\drivers\vsdatant.sys
",Zone Alarm Firewall Driver,sys
1,C:\Program Files (x86)\Microsoft Visual Studio\Installer\resources\app\ServiceHub\Services\Microsoft.VisualStudio.Setup.Service\VSIXAutoUpdate.ps1,\Microsoft\VisualStudio\VSIX Auto Update,ps1
0,"C:\Program Files\Mindjet\MindManager 18\MmReminderService.exe
MmReminderService.exe - ",\MMReminderService,exe
1,C:\Program Files (x86)\360\Total Security\safemon\WscReg.exe,360 Total Security,exe
1, <Command>PowerShell.exe</Command>/,\COPY&LOG2,exe
0,C:\Program Files (x86)\ASUS\Update\AsusUpdate.exe /c,\ASUS\ASUSUpdateTaskMachineCore,exe
1,"powershell.exe —NoProfile -command ""gci 'E:\APP\IS4\logs' -Include '*.json' -Recurse | ? LastWriteTime -LT (Get-Date).AddDays(-90) | Remove-Item""",\log rotate_clean json disk E,exe
1,"C:\Program Files\uvnc bvba\UltraVNC\vncviewer.exe -listen;
C:\distr\UltraVNC_1_4_20_X64_Setup.exe;
C:\Program Files\uvnc bvba\UltraVnc\winvnc.exe"" -service_run;
C:\Program Files\uvnc bvba\UltraVnc\winvnc.exe"" -service.",vncviewer.exe,exe
0,"C:\Program Files\Uninstall Tool\UninstallTool.exe $(Arg0) /tasksch
",\UninstallTool_SkipUAC_a-kgladkikh,exe
1,C:\Windows\system32\vssadmin.py Create Shadow /AutoRetry=15 /For=\?\Volume{d1283995-ed1d-4ef5-90e9-3f56a2d4ce75}\,\ShadowCopyVolume{d1283995-ed1d-4ef5-90e9-3f56a2d4ce75},py
0,"c:\program files (x86)\firebird\firebird_2_5\bin\fbserver.exe"" -s defaultinstance", Firebird Server - DefaultInstance,exe
0,system32\drivers\kes-21-13\klflt.sys,Kaspersky Lab Kernel DLL.KES-21-13,sys
0,"c:\windows\temp\dbutil_2_3.sys
",dbutil_2_3.sys,sys
0,E:\SQLServer\MSSQL11.SQLPRUEBAS\MSSQL\Binn\sqlservr.exe,MSSQL$SQLPRUEBAS,exe
0,C:\Program Files (x86)\ASUS\ArmouryDevice\asus_framework.exe,\ASUS\Framework Service,exe
1,C:\Windows\system32\vssadmin.exe Create Shadow /AutoRetry=15 /For=\?\Volume{d1283995-ed1d-4ef5-90e9-3f56a2d4ce75}\,\ShadowCopyVolume{d1283995-ed1d-4ef5-90e9-3f56a2d4ce75},exe
0,-,\Reboot0715,-
0,%systemroot%\system32\driverstore\filerepository\oem11.inf_amd64_b5484efd38adbe8d\jhi_service.exe,Intel(R) Dynamic Application Loader Host Interface Service,exe
0,C:\Windows\System32\drivers\pnpmem.sys,PNPMEM,sys
